product_id,name,brand,price_rub,segment,category,ingredients_raw,functional_category,pH,allergens,issues
product_037,Keep Calm Cream,THE U,516,бюджет,Успокаивающий крем,"Purified water, glycerin, glyceryl stearate SE, triheptanoin, dicapryl carbonate, fructooligosaccharides, avocado oil, sweet almond oil, caprylic/capric triglycerides, cetearyl alcohol, squalane, centella asiatica extract, kelp extract, propylene glycol, sodium acrylate/sodium acryloyl dimethyltaurate copolymer, caprylhydroxamic acid, perfume, sodium stearoyl lactylate, citric acid, xanthan gum, glyceryl caprylate, potassium sorbate, sodium benzoate","Успокаивающий, питающий крем, для раздраженной/воспаленной кожи, пребиотический",~5.0-5.5 (благодаря Citric Acid),"Fragrance, Propylene Glycol, Sodium Acrylate (консервант), Caprylhydroxamic Acid (консервант, может раздражать)","✅ CENTELLA ASIATICA (мощная концентрация, успокаивает!). ✅ Пребиотики + питающие масла (Avocado + Almond). ✅ pH правильный (5.0-5.5). ✅ Простой, честный состав (нет парабенов). ⚠️ Fragrance (неизвестный состав). ⚠️ Sodium Acrylate + Caprylhydroxamic Acid (консерванты, могут раздражать). 📌 ВЕРДИКТ: ХОРОШИЙ выбор для раздраженной/воспаленной кожи. Centella в высокой концентрации — редко встречается в кремах. Рекомендовать!"
product_038,NMF Protection,Гельтек,1049,мидл,Восстанавливающий крем,"Вода Очищенная, Изононил Изононаноат, Глицерин, Каприлик/каприк Триглицерид, Глицерил Стеарат Цитрат, Масло Ши, Гидроксиэтил Мочевина, Бетаин, Сквалан, Алюминия Крахмал Октенилсукцинат, Натрий Pca, Сорбитол, Серин, Глицин, Глутаминовая Кислота, Аланин, Лизин, Аргинин, Треонин, Пролин, Гексилдеканол, Бисаболол, Цетилгидроксипролин Пальмитамид, Стеариновая Кислота, Фитостеролы Рапсового Масла, С12-16 Высшие Жирные Спирты, Пальмитиновая Кислота, Гидрогенизированный Лецитин, Цетеариловый Спирт, Витамин Е(токоферил Ацетат) Акрилат Натрия, Натрия Акрилоилдиметилтаурата Сополимер, Дисодиум Эдта, Гидроксиацетофенон, 1,2- Гександиол, Каприлилгликоль, Отдушка","Восстановление барьера (NMF система + липиды), глубокая гидратация, успокаивание","~6.0-6.5 (нейтральный, буфер видимо в Glyceryl Stearate Citrate)","Консервантов нет видимо (или Hydroxyacetophenone минимально), Fragrance, Paraben отсутствуют (хорошо!)","✅ ОТЛИЧНАЯ NMF-СИСТЕМА (9 аминокислот восстанавливают натуральный увлажнитель кожи!). ✅ Липидная триада (Shea, Squalan, Lecithin, Plant Sterols). ✅ Нет парабенов. ✅ Цена разумна (34.97₽/мл за 30мл). ✅ Для поврежденного/сухого барьера — отличный выбор. ⚠️ Fragrance (неизвестный состав). ⚠️ Маленький формат (30мл, быстро закончится). 📌 ВЕРДИКТ: РЕКОМЕНДОВАТЬ! TOP для восстановления барьера. NMF система редко встречается. Честный состав."
product_039,Niacinamide mask,LABORATORIUM,351,бюджет,Маска питающая,"Вода, рапсовое масло, стеариновая кислота, цетеарил оливат, сорбитан оливат, глицерин, пентиленгликоль, гидролизованные протеины пшеницы, ниацинамид, каприлик/каприк триглицериды, трегалоза, инулин, гиалуронат натрия, L-аргинин, бензиловый спирт","Питание, гидратация, восстановление, пребиотический уход",~5.5-6.0 (благодаря масляной основе + буферизации),"Бензиловый спирт (консервант, может раздражать), рапсовое масло (может быть аллергеном)","✅ Маслянистая основа (питание). ✅ Протеины + пребиотики. ✅ Ниацинамид (себорегуляция). ⚠️ ОЧЕНЬ МАЛЕНЬКИЙ ФОРМАТ (20мл! На 1-2 применения). ⚠️ Бензиловый спирт может раздражать. 🚨 ДОРОГО за объём (17.55₽/мл за микроформат). 📌 ВЕРДИКТ: Хорошая маска по составу, но формат маркетинговый (пробник)."
product_040,Bifida Biome Deep Sleeping Mask,Ma:nyo,3667,люкс,Ночная маска (биопробиотики + PHA),"Water, bifida ferment lysate, glycerin, butylene glycol, caprylic/capric triglyceride, cetyl ethylhexanoate, methylpropanediol, niacinamide, 1,2-hexanediol, centella asiatica extract, oenothera biennis (evening primrose) flower extract, chamomilla recutita (matricaria) flower extract, hamamelis virginiana (witch hazel) water, borago officinalis extract, centaurea cyanus flower extract, sodium hyaluronate, hyacinthus orientalis (hyacinth) extract, lavandula angustifolia (lavender) flower extract, salvia sclarea (clary) extract, dextrin, hydrogenated lecithin, dipropylene glycol, ceramide np, cholesterol, capryloyl salicylic acid, gluconolactone, theobroma cacao (cocoa) extract, inulin, xanthan gum, cellulose, fructose, glucose, polyglyceryl-3 methylglucose distearate, sodium acrylate/sodium acryloyldimethyl taurate copolymer, polyisobutene, carbomer, polyglyceryl-2 stearate, hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, sorbitan isostearate, adenosine, lactobacillus ferment lysate, lactobacillus/milk ferment filtrate, lactococcus ferment lysate, saccharomyces ferment lysate filtrate, streptococcus thermophilus ferment, arginine, glyceryl stearate, stearyl alcohol, ethylhexylglycerin, caprylyl/capryl glucoside, sorbitan oleate, cellulose gum, disodium edta","Ночная маска, пробиотический уход (микробиом), мягкий пилинг (BHA+PHA), восстановление барьера, антиоксидация",~5.0-5.5 (благодаря буферизации PHA + BHA),"Ethylhexylglycerin (консервант, может раздражать), Lavender Oil (фототоксичен, но это ночная маска), множество растительных экстрактов (редко аллергия)",✅ ОТЛИЧНЫЙ СОСТАВ: 5 видов пробиотик-лизатов (редко встречается!). ✅ BHA+PHA комбинация (мягкий двойной пилинг в маске!). ✅ Керамиды (восстановление). ✅ Centella (успокаивает). 🚨 ОЧЕНЬ ИННОВАТИВНО: Пробиотики + пилинг в ночной маске = редкая комбинация. ⚠️ ДОРОГО (36.67₽/мл). ⚠️ Ethylhexylglycerin может раздражать. 📌 ВЕРДИКТ: TOP для любителей инноваций. Хороша для восстановления микробиома + мягкого пилинга.
product_041,Vitamin Tree Brightening Pack,Ma:nyo,2069,мидл,Ночная маска (осветление),"Hippophae rhamnoides water, glycerin, citrus limon (lemon) fruit water, citrus junos fruit extract, niacinamide, propylene glycol dicaprylate, physalis alkekengi fruit extract, terminalia ferdinandiana fruit extract, propolis extract, 1,2-hexanediol, rosa canina fruit oil, sclerotium gum, distarch phosphate, betaine, xanthan gum, citrus aurantium dulcis (orange) oil, cetearyl olivate, myrciaria dubia fruit extract, honey, honey extract, phaseolus radiatus seed extract, lactic acid, royal jelly extract, rosa canina fruit extract, glycyrrhiza glabra (licorice) root extract, euterpe oleracea fruit extract, ethylhexylglycerin, cetearyl alcohol, sorbitan olivate, arachidyl alcohol, tocopherol, helianthus annuus (sunflower) seed oil, litsea cubeba fruit oil, behenyl alcohol, cetearyl glucoside, arachidyl glucoside, hippophae rhamnoides oil, limonene, citral","Ночная маска, осветление (витамин C + лактическая кислота), антиоксидация, питание",~4.0-4.5 (из-за лактической кислоты + цитрусовых кислот),"🚨 МНОЖЕСТВЕННЫЕ ФОТОТОКСИЧНЫЕ МАСЛА (Citrus Limon, Citrus Aurantium, Litsea Cubeba, Rose Hip Oil, Limonene, Citral)","✅ ОТЛИЧНЫЙ СОСТАВ для осветления: облепиховая вода (витамины), лактическая кислота, Propolis. ✅ Ночная маска (фототоксины не критичны). 🚨 КРИТИЧНО: Множественные ФОТОТОКСИЧНЫЕ МАСЛА (лимон, апельсин, лицея) — ❌ НЕ для дневного использования! ⚠️ НЕ веган (мёд, Royal Jelly). ⚠️ Acidic (~4.0-4.5) может раздражать sensitive при регулярном использовании. 📌 ВЕРДИКТ: TOP для ночного осветления (витамин C + лактическая кислота + Propolis). Но только вечер!"
product_042,Mugwort Calming Soothing гель,Round Lab,1092,мидл,Успокаивающий гель (не маска),"Aqua, Butylene Glycol, Dipropylene Glycol, Propanediol, Glycerin, 1,2-Hexanediol, Betaine, Polyglyceryl-10 Laurate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Ethylhexylglycerin, Artemisia Princeps Leaf Extract, Disodium EDTA, Decyl Glucoside, Panthenol, Allantoin, Melia Azadirachta Leaf Extract, Camellia Sinensis Leaf Extract, Salvia Officinalis Oil, Melia Azadirachta Flower Extract, Salix Alba Bark Extract, Centella Asiatica Leaf Extract, Cladosiphon Okamuranus Extract, Coffea Arabica Seed Extract, Citrus Aurantium Bergamia Leaf Extract, Pinus Densiflora Leaf Extract, Portulaca Oleracea Extract, Centella Asiatica Extract, Tocopherol, Artemisia Vulgaris Extract, Madecassoside, Madecassic Acid, Asiaticoside, Asiatic Acid","Успокаивающий гель для чувствительной кожи, противовоспаление, гидратация",~5.5-6.0 (благодаря pH-буферизации Tromethamine),"Ethylhexylglycerin (консервант), Salvia Officinalis Oil (может быть раздражителем), Citrus Aurantium Bergamia (фототоксичен, но концентрация низкая)","✅ ОТЛИЧНЫЙ для sensitive: Artemisia + Centella + Panthenol. ✅ pH буферизирован (Tromethamine). ✅ Множество успокаивающих компонентов. ⚠️ Ethylhexylglycerin может раздражать. ⚠️ Salvia Oil может быть раздражителем (эфирное масло). 📌 ВЕРДИКТ: TOP для sensitive, воспаленной кожи. Хороший выбор (7.28₽/мл)."
product_043,Birch juice moisturizing toner,Round Lab,1446,мидл,Тонер увлажняющий (с витамином C),"Water, Glycerin, Propanediol, Glycereth-26, Pentylene Glycol, Betula Platyphylla Japonica Juice, 1,2-Hexanediol, Chondrus Crispus Extract, Saccharum Officinarum (Sugarcane) Extract, Sodium Hyaluronate, Hyaluronic Acid, Panthenol, Tromethamine, Dipotassium Glycyrrhizate, Glyceryl Caprylate, Glyceryl Glucoside, Butylene Glycol, Ascorbic Acid, Carbomer, Xanthan Gum, Disodium EDTA","Тонер увлажняющий, осветление (витамин C), гидратация, успокаивание",~5.0-5.5 (благодаря pH-буферизации Tromethamine),"Ascorbic Acid (витамин C может раздражать, но pH буферизирован), Ethylhexylglycerin, Carbomer (полимер может раздражать)","✅ ОТЛИЧНЫЙ состав: Betula Juice (натуральный витамин C источник!), Ascorbic Acid (стабилизирован pH), гиалуронаты, солодка. ✅ pH правильный (5.0-5.5). ✅ Большой объём (300мл) за разумную цену. ⚠️ Ascorbic Acid + витамин C комбо (может быть избыточной концентрацией). 📌 ВЕРДИКТ: TOP для гидратации + мягкого осветления. Лучше, чем многие серумы с витамином C."
product_044,1025 Dokdo Bubble Cleansing Foam,Round Lab,1237,мидл,Пенка для очищения (мягкий BHA),"Aqua, Disodium Cocoyl Glutamate, Glycerin, Coco-Glucoside, Disodium Cocoamphodiacetate, Lauryl Glucoside, Methylpropanediol, Butylene Glycol, Sodium Chloride, Caprylyl Glycol, Ethoxydiglycol, Glyceryl Caprylate, Salicylic Acid, Citric Acid, Polyglyceryl-10 Myristate, Sodium Citrate, Dipropylene Glycol, 2,3-Butanediol, Polyglyceryl-10 Laurate, Sea Water, Sodium Cocoyl Isethionate, Glycereth-26, Propanediol, 1,2-Hexanediol, Sodium Phytate, Decyl Glucoside, Quillaja Saponaria Bark Extract, Camellia Sinensis Leaf Extract, Centella Asiatica Leaf Extract, Cladosiphon Okamuranus Extract, Salix Alba Bark Extract, Coffea Arabica Seed Extract, Citrus Aurantium Bergamia Leaf Extract, Allantoin, Dipotassium Glycyrrhizate, Panthenol, Pinus Densiflora Leaf Extract, Hyaluronic Acid, Ethylhexylglycerin, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate","Очищение (мягкие ПАВ + мягкий BHA), гидратация, успокаивание","~3.5-4.0 (идеально для BHA, благодаря Citric Acid + Sodium Citrate)","Salicylic Acid (может раздражать, но концентрация низкая), Ethylhexylglycerin, Citrus Aurantium Bergamia (фототоксичен, но концентрация низкая)","✅ ОТЛИЧНЫЙ СОСТАВ: 5 мягких ПАВ (редко встречается!). ✅ pH идеален для BHA (3.5-4.0). ✅ Мягкий BHA для новичков. ✅ Sea Water (минералы, тонизирующее). ✅ Гиалуронаты + успокаивающие экстракты (хорошая комбинация). ⚠️ Ethylhexylglycerin. 📌 ВЕРДИКТ: TOP для новичков с BHA + гидратацией. Лучше, чем COSRX (7.24₽/мл), потому что 5 ПАВ + гиалуронаты."
product_045,1025 Dokdo Cream,Round Lab,1601,мидл,Дневной/ночной крем с керамидами,"Water, Glycerin, Caprylic/Capric Triglyceride, Dipropylene Glycol, Hydrogenated Poly(C6-14 Olefin), Cetearyl Alcohol, Methyl Trimethicone, 1,2-Hexanediol, Caprylyl Methicone, Phenyl Trimethicone, C12-16 Alcohols, Butyrospermum Parkii (Shea) Butter, Glyceryl Stearate SE, Polymethylsilsesquioxane, Cetearyl Glucoside, Palmitic Acid, Cetearyl Olivate, Sorbitan Olivate, Hydrogenated Lecithin, Ammonium Acryloyldimethyltaurate/VP Copolymer, Copernicia Cerifera (Carnauba) Wax, Ethylhexylglycerin, Glyceryl Caprylate, Stearic Acid, Disodium EDTA, Sea Water, Allantoin, Panthenol, Butylene Glycol, Chondrus Crispus Extract, Beta-Glucan, Saccharum Officinarum (Sugarcane) Extract, Ceramide AP, Ceramide AS, Ceramide EOP, Ceramide NP, Ceramide NS, Cholesterol, Phytosphingosine, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate","Дневной/ночной крем, восстановление барьера (керамидная триада!), гидратация (гиалуронаты), питание (Shea Butter)",~6.0-6.5 (нейтральный),"Methyl Trimethicone + Caprylyl Methicone + Phenyl Trimethicone (силиконы, много!), Ethylhexylglycerin, Carnauba Wax (может быть раздражителем)","✅ ОТЛИЧНЫЙ состав: Керамидная ПЕНТАДА (5 керамидов! редко встречается), Cholesterol + Phytosphingosine (идеальная липидная триада). ✅ Гиалуронаты в трех формах. ✅ Шея масло (питание). ⚠️ МНОГО СИЛИКОНОВ (3 вида Trimethicone + Polymethylsilsesquioxane) — могут оставить пленку на коже. 🚨 ДОРОГО (20.01₽/мл за 80мл). 📌 ВЕРДИКТ: TOP для восстановления барьера (керамидная пентада редкость!), но силиконы могут быть проблемой для очень чувствительной кожи."
product_046,Birch juice moisturizing sunscreen SPF 50+,Round Lab,1448,мидл,SPF 50+ PA++++ (химический+минеральный),"Water, Dibutyl Adipate, Propanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polymethylsilsesquioxane, Ethylhexyl Triazone, Niacinamide, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Coco-Caprylate/Caprate, Caprylyl Methicone, Diethylhexyl Butamido Triazone, Glycerin, 1,2-Hexanediol, Butylene Glycol, Betula Platyphylla Japonica Juice(1,425ppm), Sodium Hyaluronate, Hyaluronic Acid, Glyceryl Glucoside, Dipotassium Glycyrrhizate, Allantoin, Portulaca Oleracea Extract, Artemisia Annua Extract, Pinus Sylvestris Leaf Oil, Anthemis Nobilis Flower Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Ethylhexylglycerin, Ascorbic Acid, Adenosine, Pentylene Glycol, Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Decyl Glucoside, Tromethamine, Xanthan Gum, t-Butyl Alcohol, Tocopherol, Carbomer","SPF 50+ PA++++ (широкий спектр, химический-минеральный гибрид), гидратация, осветление (витамин C), успокаивание",~5.0-5.5 (благодаря pH-буферизации),"Диethylamino Hydroxybenzoyl Hexyl Benzoate (может быть раздражителем), Ethylhexyl Triazone (может быть раздражителем), Ascorbic Acid (витамин C), Pinus Sylvestris Leaf Oil + Anthemis Flower Oil (фототоксичны, но это SPF — маскируется УФ-защитой)","✅ SPF 50+ PA++++ (хороший уровень). ✅ Химический + минеральный гибрид (хорошее решение). ✅ Витамин C (осветление при солнцезащите). ✅ Успокаивающие экстракты. ⚠️ Химические УФ-фильтры могут раздражать sensitive. 🚨 ДОРОГО (28.96₽/мл). 📌 ВЕРДИКТ: TOP для SPF 50+, но дорого. Есть дешевле варианты."
product_047,Birch juice moisturizing mask (тканевая),Round Lab,180,бюджет,Тканевая маска (одна штука),"Water, Glycerin, Methylpropanediol, Propanediol, Betula Platyphylla Japonica Juice, Hydroxyacetophenone, Carbomer, Tromethamine, Allantoin, Caffeine, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Butylene Glycol, Caprylyl Glycol, Xanthan Gum, Ethylhexylglycerin, 1,2-Hexanediol, Dipotassium Glycyrrhizate, Sodium Hyaluronate, Disodium EDTA, Althaea Rosea Flower Extract, Glyceryl Caprylate","Тканевая маска для гидратации, тонизирования, успокаивания",~5.5-6.0 (благодаря pH-буферизации),"Caffeine (может раздражать при чувствительности на кофеин), Ethylhexylglycerin, Carbomer",✅ Хороший состав (Betula + Caffeine + успокаивающие). ✅ Дешево (180₽ за маску). ✅ Удобный формат. ⚠️ Caffeine может раздражать. 📌 ВЕРДИКТ: Хороший выбор для быстрой гидратации.
product_048,Birch juice moisturizing serum,Round Lab,1689,мидл,Сыворотка увлажняющая с витамином C,"Water, Methylpropanediol, Glycerin, 1,2-Hexanediol, Polyglycerin-3, Caprylic/Capric Triglyceride, Betula Platyphylla Japonica Juice(10,000ppm), Sodium Hyaluronate, Glyceryl Glucoside, Hydrolyzed Hyaluronic Acid, Butylene Glycol, Hyaluronic Acid, Ascorbic Acid, Beta-Glucan, Dipotassium Glycyrrhizate, Hydrogenated Lecithin, Ethylhexylglycerin, Eclipta Prostrata Leaf Extract, Laminaria Japonica Extract, Avena Sativa (Oat) Kernel Extract, Cynara Scolymus (Artichoke) Leaf Extract, Pteris Multifida Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Coccinia Indica Fruit Extract, Aloe Barbadensis Flower Extract, Solanum Melongena (Eggplant) Fruit Extract, Ocimum Sanctum Leaf Extract, Corallina Officinalis Extract, Curcuma Longa (Turmeric) Root Extract, Cyclohexasiloxane, Dipropylene Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Xanthan Gum, Fructooligosaccharides, Carbomer, Disodium EDTA, Polyquaternium-51, Tromethamine, Tocopherol","Сыворотка увлажняющая, осветление (витамин C + Betula), гидратация (тройной гиалуронат), антиоксидация (множество растительных экстрактов)",~5.0-5.5 (благодаря pH-буферизации),"Ascorbic Acid (витамин C), Ethylhexylglycerin, множество растительных экстрактов (редко)","✅ ОТЛИЧНЫЙ состав: Betula Juice 1% (высокая концентрация!), Ascorbic Acid (витамин C), тройной гиалуронат. ✅ 10+ растительных экстрактов (богатый антиоксидантный комплекс). ⚠️ ОЧЕНЬ ДОРОГО (33.78₽/мл). ⚠️ Ascorbic Acid может раздражать при regula использовании. 📌 ВЕРДИКТ: TOP для осветления + гидратации, но дорого."
product_049,Xemose Face Cream,Uriage,915,бюджет,Крем для чувствительной кожи (с лактической кислотой!),"Aqua (Water, Eau), Butyrospermum Parkii (Shea) Butter, Squalane, Dicaprylyl Ether, Glycerin, Polysorbate 60, Caprylic/Capric Triglyceride, Sorbitan Stearate, 1,2-Hexanediol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Behenyl Alcohol, Hydroxyacetophenone, Potassium Cetyl Phosphate, Shorea Stenoptera Seed Butter, Sodium Polyacrylate, Safflower Oil/Palm Oil Aminopropanediol Esters, Tocopheryl Acetate, Xanthan Gum, Sodium Hydroxide, Polyglyceryl-10 Stearate, Borage Seed Oil Aminopropanediol Amides, Triethyl Citrate, Polyglyceryl-6 Behenate, Asiaticoside, Phytosphingosine, Behenic Acid, Ceramide NP, Cetearyl Alcohol, Cholesterol, Glyceryl Stearate, Lactic Acid, Tocopherol, Ceramide NS, Ceramide EOP, Ceramide AP, Sodium Cetearyl Sulfate","Крем для чувствительной кожи, восстановление барьера (керамиды + липиды), мягкий пилинг (лактическая кислота), успокаивание (Centella), питание",~5.5-6.0 (благодаря pH-буферизации),"Sodium Cetearyl Sulfate (может быть раздражителем!), Lactic Acid (может раздражать при sensitivity), Sodium Hydroxide","✅ ОТЛИЧНЫЙ для sensitive: Керамидная триада + Cholesterol + lipids. ✅ ЛАКТИЧЕСКАЯ КИСЛОТА в креме (редко!) — мягкий пилинг + восстановление. ✅ Centella (Asiaticoside). 🚨 КРИТИЧНО: Sodium Cetearyl Sulfate (может быть раздражителем!). ⚠️ Lactic Acid + Ceramides (интересная комбинация, но редко встречается в один продукт). 📌 ВЕРДИКТ: TOP для sensitive с желанием мягкого пилинга. Но Sodium Cetearyl Sulfate рискован."
product_050,Creme riche lissante rides,PAYOT,2802,мидл,Питательный разглаживающий крем (анти-эйджинг),"Aqua (water), caprylic/capric triglyceride, butyrospermum parkii (shea) butter, glycerin, isononyl isononanoate, hydrogenated coco-glycerides, cetearyl alcohol, maltodextrin, hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, marrubium vulgare extract, hydrolyzed viola tricolor extract, sodium hyaluronate, jasminum officinale flower oil, (jasminum officinale (jasmine), oil), pinus cembra wood extract, parfum (fragrance), cetearyl glucoside, cellulose, sodium stearoyl glutamate, chlorphenesin, tocopheryl acetate, ethylhexylglycerin, xanthan gum, o-cymen-5-ol, polysorbate 60, sorbitan isostearate, citric acid, 1,2-hexanediol, caprylyl glycol, tocopherol","Анти-эйджинг крем, питание (Shea Oil + растительные масла), гидратация (гиалуронат), антивозраст (фиалка + мясо растение)",~5.5-6.0 (благодаря pH-буферизации Citric Acid),"Jasminum Oil (фототоксичен), O-Cymen-5-Ol (фенол, раздражитель), Ethylhexylglycerin, Chlorphenesin, Fragrance","✅ Питательный крем (Shea + масла). ✅ Фиалка (редкий компонент для морщин). 🚨 КРИТИЧНО: Jasminum Oil (фототоксичен!) — ❌ НЕ для дневного использования без SPF 50++! 🚨 O-Cymen-5-Ol (фенол-раздражитель). ⚠️ ОЧЕНЬ ДОРОГО (56.04₽/мл). 📌 ВЕРДИКТ: Люкс крем с фототоксичными компонентами. ТОЛЬКО ночь. Цена сумасшедшая за состав, который содержит раздражители."
product_051,Niacinamide 10% + Zinc 1%,ART & FACT,648,бюджет,Анти-акне сыворотка,"Aqua/Water, Niacinamide, Butylene Glycol, Zinc PCA, Propylene Glycol, Ethylhexylglycerin, Phenoxyethanol, Dimethyl Isosorbide, Xanthan Gum, Ceteareth-23, Dipropyleneglycol, Centaurea Cyanus Flower Extract, Vaccinium Vitis-Idaea Fruit Extract","Себорегуляция, противовоспаление, антиоксидация, матирование (Niacinamide + Zinc)","~6.0-6.5 (нейтральный, нет Citric Acid)","Ethylhexylglycerin, Phenoxyethanol (двойная консервация), Propylene Glycol, отсутствуют типичные раздражители","✅ ОТЛИЧНАЯ КОНЦЕНТРАЦИЯ: Ниацинамид 10% (это РАБОТАЕТ, 4-5% минимум для эффекта, 10% = мощно). ✅ Zinc PCA (себорегуляция, хорош). ✅ Простой, честный состав (ничего лишнего). ⚠️ Двойная консервация (Ethylhexylglycerin + Phenoxyethanol, может раздражать при чувствительности). ⚠️ pH ~6.0-6.5 (нейтральный, не буферизирован). ⚠️ Маленький формат (30мл, за месяц). 📌 ВЕРДИКТ: Хороший выбор для жирной/проблемной кожи (Niacinamide 10% работает отлично). Цена 21.60₽/мл разумна."
