product_id,name,brand,price_rub,segment,category,ingredients_raw,functional_category,pH,allergens,issues
product_052,Azeloglicine 10%,ART & FACT,527,бюджет,Анти-акне сыворотка (азелаиновая кислота),"Aqua/Water, Potassium Azeloyl Diglycinate, Glycerin, Propylene Glycol, Magnezium Aspartate, Zinc Gluconate, Copper Gluconate, Ethylhexylglycerin, Phenoxyethanol, Glyceryl Stearate Citrate, Sodium PCA, Sodium Lactate, Arginine, Aspartic Acid, PCA, Glycine, Alanine, Serine, Valine, Proline, Threonine, Isoleucine, Histidine, Phenylalanine, Aloe Barbadensis Leaf Juice, Lysolecithin, Sclerotiumgum, Xanthan Gum, Pullulan, Isononyl Isononanoate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Panthenol, Sodium Hydroxide,  Salicylic Acid","Анти-акне (мощная), противопигментация (азелаиновая кислота), себорегуляция, пилинг мягкий (BHA), гидратация, противовоспаление",3.5-4.0 (из-за Salicylic Acid + Sodium Hydroxide буферизация),"Salicylic Acid (может раздражать), Ethylhexylglycerin + Phenoxyethanol (двойная консервация), Propylene Glycol, отсутствуют типичные раздражители","✅ МОЩНАЯ ФОРМУЛА: Азелаиновая кислота 10% (редко встречается, обычно 10-20% в креме, а здесь в сыворотке!). ✅ Salicylic Acid (BHA, добавочный пилинг). ✅ Аминокислотный комплекс (NMF для восстановления после пилинга). ✅ Гидратация (Glycerin + Aloe). ⚠️ ТРОИЧНОЕ ДЕЙСТВИЕ: Азелаиновая кислота + BHA + аминокислоты = может быть раздражающе при чувствительности. ⚠️ pH ~3.5-4.0 (кислое, нужна адаптация). ⚠️ Двойная консервация (может раздражать). 📌 ВЕРДИКТ: Это БОЕВАЯ сыворотка для серьезного акне/пигментации. Цена 17.57₽/мл справедлива. Но требует ОПЫТА."
product_053,2% BHA Cream Cleanser 31.2,andplus,700,бюджет,Очищающий гель с BHA,"Water, glycerin, cocamidopropyl betaine, cetyl alcohol, glyceryl stearate se, butylene glycol, coco-betaine, sodium methyl cocoyl taurate, salicylic acid, tromethamine, coco-glucoside, sodium chloride, hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, peg-120 methyl glucose dioleate, decyl glucoside, 1,2-hexanediol, caprylyl glycol, chlorella vulgaris extract, glucose, fructooligosaccharides, fructose, sodium cocoyl isethionate, sodium benzoate, sodium phytate, quillaja saponaria bark extract, citric acid, cynanchum atratum extract, ethylhexylglycerin, tocopherol, althaea rosea flower extract","Мягкое очищение, BHA пилинг (мягкий), себорегуляция, гидратация",~3.5-4.0 (благодаря Salicylic Acid + Citric Acid + Tromethamine буферизации),"Salicylic Acid (может раздражать), Ethylhexylglycerin, Sodium Benzoate, Citric Acid","✅ Хороший BHA (2%, работает). ✅ Мягкие ПАВ + мощное очищение. ⚠️ pH ~3.5-4.0 может стянуть сухую кожу. 📌 ВЕРДИКТ: Хороший выбор для жирной кожи, новичков с BHA."
product_054,Blemish Control,Гельтек,1145,мидл,Анти-акне сыворотка,"Purified water, butylene glycol, encapsulated salicylic acid, pentylene glycol, glycerol, ethoxydiglycol, mandelic acid, propylene glycol, d-panthenol, licorice root extract, green tea extract, allantoin, 1,2-hexanediol, caprylyl glycol","Анти-акне (BHA + AHA комбинация), пилинг (мягкий двойной), противовоспаление, успокаивание",~4.0-4.5 (благодаря буферизации),"Mandelic Acid + Salicylic Acid (могут раздражать), Propylene Glycol, Ethoxydiglycol","✅ ИННОВАТИВНО: Инкапсулированная BHA (более безопасна при нанесении). ✅ BHA + AHA (двойной пилинг, но мягкий). ✅ Успокаивающие компоненты. 📌 ВЕРДИКТ: TOP для акне (двойной пилинг, но буферизирован)."
product_055,Madagascar Centella Ampoule,Skin 1004,1310,мидл,Успокаивающая сыворотка,"Water, Glycerin, Butylene Glycol, Centella Asiatica Extract (30,000 ppm), 1,2-Hexanediol, Cellulose Gum, Ethylhexylglycerin","Успокаивание, заживление, гидратация, противовоспаление",~5.5-6.0 (нейтральный),"Ethylhexylglycerin, отсутствуют типичные раздражители","✅ ОЧЕНЬ ВЫСОКАЯ КОНЦЕНТРАЦИЯ Centella (3%! редко встречается). ✅ Простой, честный состав. ⚠️ ТОЛЬКО успокаивание (нет активных пилингов/витаминов). 📌 ВЕРДИКТ: TOP для sensitive/воспаленной кожи."
product_056,Ampoule Real Active Panthenol Plus,NEEDLY,1573,мидл,Увлажняющая сыворотка с пантенолом,"Water, Panthenol, Dipropylene Glycol, Niacinamide, Allantoin, Caprylyl Glycol, 1,2-Hexanediol, Propanediol, Illicium Verum (Anise) Fruit Extract, Betaine, Trehalose, Tromethamine, Butylene Glycol, Sodium Hyaluronate, Hippophae Rhamnoides Fruit Extract, C12-14 Pareth-12, Carbomer, Cetyl Ethylhexanoate, Caprylyl Glycol, Ethylhexylglycerin, Adenosine, Disodium EDTA, Xanthan Gum, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Linalool, Limonene","Глубокая гидратация, успокаивание, восстановление барьера, антиоксидация",~5.5-6.0 (благодаря pH-буферизации Tromethamine),"🚨 ФОТОТОКСИЧНЫЕ МАСЛА (Citrus Aurantium Bergamia, Linalool, Limonene), Ethylhexylglycerin, Pareth-12","✅ ОЧЕНЬ ВЫСОКАЯ концентрация Panthenol (10-15%!). ✅ Хороший состав (успокаивание + гидратация). 🚨 ФОТОТОКСИЧНЫЕ МАСЛА — ❌ ТОЛЬКО ночь! 📌 ВЕРДИКТ: TOP для гидратации/успокаивания, но только ночь."
product_057,Snail 96,COSRX,1792,мидл,Эссенция (гиалуронат + улитка),"Snail Secretion Filtrate, Betaine, Butylene Glycol, 1,2-Hexanediol, Sodium Hyaluronate, Panthenol, Arginine, Allantoin, Ethyl Hexanediol, Sodium Polyacrylate, Carbomer, Phenoxyethanol","Гидратация, заживление, гладкость (улиточный фильтрат богат гликозаминогликанами)",~5.5-6.0 (нейтральный),"Phenoxyethanol, отсутствуют типичные раздражители","✅ КЛАССИЧЕСКИЙ K-beauty продукт. ✅ Высокая концентрация улиточного фильтрата (96%!). ✅ Хороший ratio цена/объём (100мл!). ❌ НЕ веган (животная слизь улитки). 📌 ВЕРДИКТ: TOP для гидратации, но не веган. Классик жанра."
product_058,Vital Crithmum Anti-Age Essence,LIMONI,1742,мидл,Антивозрастная эссенция,"Water, glycerin, dipropylene glycol, caprylic/capric triglyceride, propanediol, dimethicone, betaine, niacinamide, propylene glycol dicaprylate/dicaprate, cetearyl olivate, sorbitan olivate, phenoxyethanol, cetearyl alcohol, glyceryl stearate, peg-100 stearate, xanthan gum, hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, sodium acrylate/sodium acryloyldimethyl taurate copolymer, hydrogenated lecithin, cyclopentasiloxane, fragrance, cyclotetrasiloxane, ethylhexylglycerin, isohexadecane, glyceryl acrylate/acrylic acid copolymer, adenosine, dimethiconol, polysorbate 80, disodium edta, polysorbate 60, sorbitan isostearate, sorbitan oleate, crithmum maritimum callus culture filtrate, fructan, 1,2-hexanediol, disodium phosphate, tocopherol, sodium phosphate, caprylyl glycol, acetyl hexapeptide-8","Анти-эйджинг, разглаживание морщин (пептиды), гидратация, антиоксидация","~5.5-6.0 (нейтральный, но Dimethicone + силиконы)","Dimethicone (силикон, может оставить пленку), Cyclopentasiloxane + Cyclotetrasiloxane (силиконы много!), Phenoxyethanol + Ethylhexylglycerin, Fragrance","⚠️ МНОГО СИЛИКОНОВ (3 вида). ✅ Acetyl Hexapeptide-8 (работает против мимических морщин). ✅ Нияцинамид + Tocopherol. 🚨 Критмум = маркетинг (микроконцентрация). 📌 ВЕРДИКТ: Хорош для анти-эйджа, но силиконы могут быть проблемой."
product_059,Anti-Pigment,Eucerin,2410,мидл,Анти-пигментация сыворотка,"Aqua, Alcohol Denat., Butylene Glycol, Glycerin, Octocrylene, Isopropyl Palmitate, Cetearyl Isononanoate, Distarch Phosphate, Methylpropanediol, Isobutylamido Thiazolyl Resorcinol, Sodium Ascorbyl Phosphate, Sodium Hyaluronate, Glycyrrhiza Inflata Root Extract, Tocopherol, Glucosylrutin, Sodium Stearoyl Glutamate, Glyceryl Stearate, Sodium Polyacrylate, Dimethicone, Isoquercitrin, Citric Acid, Sodium Chloride, Trisodium EDTA, Caprylyl Glycol, Phenoxyethanol, Parfum","Осветление пигментации, антиоксидация, гидратация, разглаживание",~3.5-4.0 (из-за Citric Acid),"Isobutylamido Thiazolyl Resorcinol (может раздражать), Alcohol Denat. (спирт, может раздражать), Phenoxyethanol, Octocrylene (УФ-фильтр, может раздражать)","✅ СПЕЦИАЛЬНЫЙ КОМПОНЕНТ: Isobutylamido Thiazolyl Resorcinol (редко встречается, работает на пигментацию!). ✅ Стабилизированный витамин C. 🚨 ОЧЕНЬ ДОРОГО (80.33₽/мл). ⚠️ Alcohol Denat. может раздражать. 📌 ВЕРДИКТ: TOP для пигментации, но люкс-цена."
product_060,Skin Chemistry Bifida Barrier,MIXIT,443,бюджет,Восстанавливающая сыворотка,"Aqua, C12-15 Alkyl Benzoate, Glyceryl Stearate, Ethoxydiglycol, Bifida Ferment Lysate, Lactobacillus Ferment Lysate, Niacinamide, Propylene Glycol, Linoleic Acid, Panthenol, Linolenic Acid, Bisabolol, Tocopheryl Acetate, Aesculus Hippocastanum Fruit Extract, Xanthan Gum, Phospholipids, Sphingolipids, Ceteareth-20, Ceteareth-12, Cetearyl Alcohol, Cetyl Palmitate, Phenoxyethanol, Ethylhexylglycerin, Chlorphenesin, Benzophenone-4, Arginine, Parfum, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate, Disodium EDTA, CI 16035","Восстановление барьера (пробиотики + липиды), гидратация, успокаивание, противовоспаление",~5.5-6.0 (нейтральный),"Benzophenone-4 (УФ-фильтр, может раздражать), Ethylhexylglycerin + Phenoxyethanol (двойная консервация), Chlorphenesin, CI 16035 (синтетический краситель)",✅ ОТЛИЧНОЕ СООТНОШЕНИЕ ЦЕНА/КАЧЕСТВО (14.77₽/мл за пробиотики + липиды!). ✅ Двойной пробиотик-лизат (редко). ✅ Омега-масла. ⚠️ Benzophenone-4 + много консервантов. 📌 ВЕРДИКТ: TOP для восстановления барьера при дешевой цене.
product_061,Arginine 2.7%,TRUE ALCHEMY,534,бюджет,Сыворотка с аргинином,"Aqua, Aloe Barbadensis Leaf Juice, Glycerin, Arginine, Pentylene Glycol, Hydrolyzed Soy Protein, Sodium Hyaluronate, Benzyl Alcohol, Xanthan Gum, Citric Acid, Polygonum Fagopyrum Seed Extract, Ginkgo Biloba Leaf Extract, Sorbus Aucuparia Fruit Extract, Benzoic Acid, Lactic Acid","Синтез коллагена (аргинин), гидратация, антиоксидация, успокаивание, питание",~5.0-5.5 (благодаря Citric Acid),"Benzoic Acid (консервант), Lactic Acid (может раздражать), Benzyl Alcohol","✅ БЮДЖЕТНАЯ цена за аргинин. ✅ Простой состав. ⚠️ Аргинин (2.7%) может работать, но концентрация не очень высокая для синтеза коллагена. 📌 ВЕРДИКТ: Бюджетный вариант для anti-age, но есть лучше."
product_062,Lactic Acid 9% + LHA,TRUE ALCHEMY,707,бюджет,Пилинг-сыворотка,"Aqua, Aloe Barbadensis Leaf Juice, Lactic Acid, Glycerin, Pentylene Glycol, Xanthan Gum, Benzyl Alcohol, Sodium Hyaluronate, Cucumis Sativus L. Extract, Avena Sativa L. Extract, Tilia Cordata Mill. Extract, Pinus Sibirica Seed Oil","Пилинг (AHA + LHA комбинация, мягкий), гидратация, успокаивание (алоэ)",~3.0-3.5 (из-за Lactic Acid),"Lactic Acid (может раздражать), Benzyl Alcohol, отсутствуют типичные раздражители","✅ LHA (лип-гидрокси кислота, редко встречается, работает в порах!). ✅ Лактическая кислота 9% (хорошая концентрация). ✅ Алоэ (успокаивает). 📌 ВЕРДИКТ: TOP пилинг-сыворотка за цену."
product_063,Vitamin C 13%,TRUE ALCHEMY,1153,мидл,Осветляющая сыворотка,"Aqua, Ascorbyl Glucoside, Glycerin, Pentylene Glycol, Betaine, Xanthan Gum, Benzyl Alcohol, Prunus Amygdalus Dulcis Oil, Sodium Hyaluronate, Fagopyrum P. Mill. Extract, Hippophae Rhamnoides Fruit Oil, Inonotus Obliquus Extract","Осветление, антиоксидация, питание, гидратация",~5.5-6.0 (нейтральный),"Benzyl Alcohol, отсутствуют типичные раздражители","✅ Стабилизированный витамин C (Ascorbyl Glucoside, безопаснее L-аскорбиновой). ✅ Питающие масла. ✅ Чага (антиоксидант). ⚠️ ДОРОГО (38.43₽/мл). 📌 ВЕРДИКТ: TOP для осветления + питания, стабилизированный витамин C."
product_064,Anthelios SPF 50+,La Roche-Posay,2006,мидл,Солнцезащитный увлажняющий крем SPF 50+,"Aqua / water, diisopropyl sebacate, alcohol denat., ethylhexyl salicylate, ethylhexyl triazone, bis-ethylhexyloxyphenol methoxyphenyl triazine, diisopropyl adipate, peg-8, dipropylene glycol, c12-22 alkyl acrylate/hydroxyethylacrylate copolymer, glycerin, drometrizole trisiloxane, aluminum starch octenylsuccinate, butyl methoxydibenzoylmethane, methoxypropylamino cyclohexenylidene ethoxyethylcyanoacetate, silica, tocopherol, diethylamino hydroxybenzoyl hexyl benzoate, acrylates copolymer, acrylates/c10-30 alkyl acrylate crosspolymer, caprylyl glycol, hydroxyacetophenone, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, sodium polyacrylate, terephthalylidene dicamphor sulfonic acid, triethanolamine, trisodium ethylenediamine disuccinate","SPF 50+ PA++++ (широкий спектр, химические УФ-фильтры), гидратация, матирование, антиоксидация",~6.0-6.5 (нейтральный),"🚨 МНОГО химических УФ-фильтров (могут раздражать sensitive), Alcohol Denat. (спирт), Diethylamino Hydroxybenzoyl Hexyl Benzoate (раздражитель)","✅ SPF 50+ PA++++ (хороший уровень). ✅ Люкс-бренд (La Roche-Posay). ⚠️ МНОГО химических УФ-фильтров = может раздражать sensitive. ⚠️ ДОРОГО (40.12₽/мл). 📌 ВЕРДИКТ: Хороший SPF, но дорог и может раздражать sensitive."
product_065,Hydrating Sunscreen SPF 50,ICON SKIN,1606,мидл,"SPF 50+ (универсальный, для лица и тела)","Aqua, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Coco-Caprylate/Caprate, Ethylhexyl Methoxycinnamate, Homosalate, Glyceryl Stearate, Titanium Dioxide (nano), Cetearyl Alcohol, Disodium Cetearyl Sulfosuccinate, Cetearyl Olivate, Sorbitan Olivate, PEG-40 Hydrogenated Castor Oil, Trehalose, Silica, Potassium Cetyl Phosphate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Xanthan Gum, Panthenol, Bisabolol, Tocopherol (mixed), Beta Sitosterol, Squalene, Phenoxyethanol, Ethylhexylglycerin, Disodium EDTA, Lactic Acid","SPF 50+ (химический + минеральный гибрид, BROAD SPECTRUM), гидратация, питание, успокаивание",~4.0-4.5 (благодаря Lactic Acid + буферизации),"🚨 Lactic Acid (может раздражать sensitive!), Homosalate (фототоксичен в высокой концентрации), Ethylhexylglycerin, Phenoxyethanol, Titanium Dioxide (nano = может проникать)","🚨 LACTIC ACID в SPF = НОВЫЙ ПОДХОД (мягкий пилинг при защите!). ✅ Большой объём (75мл). ✅ Гибридный фильтр (химический + минеральный). ⚠️ Homosalate потенциально раздражает sensitive. ⚠️ Nano Titanium Dioxide (риск проникания). 📌 ВЕРДИКТ: Инновативен (AHA + SPF), но не для чувствительной кожи."
product_066,Daily Sunscreen SPF 50 PA++++,FOR ME by gold apple,747,бюджет,SPF 50+ (химический),"Water, Dibutyl Adipate, Terephthalylidene Dicamphor Sulfonic Acid, Butyloctyl Salicylate, Ethylhexyl Triazone, Polyglyceryl-6 Stearate, Butylene Glycol, Tromethamine, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Cetearyl Alcohol, Polysilicone-15, Glyceryl Stearate, Stearyl Alcohol, Caprylyl Glycol, Dipropylene Glycol, Polyglyceryl-3 Distearate, Polyglyceryl-6 Behenate, Hydroxyacetophenone, Fragrance, Sodium Polyacryloyldimethyl Taurate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polymethylsilsesquioxane, Carbomer, Silica, Disodium EDTA, Dipotassium Glycyrrhizate","SPF 50+ PA++++ (ХИМИЧЕСКИЙ, BROAD SPECTRUM), успокаивание, матирование",~5.5-6.0 (благодаря Tromethamine буферизации),"Ethylhexyl Triazone (может раздражать), Diethylamino Hydroxybenzoyl Hexyl Benzoate (раздражитель), Butyloctyl Salicylate, Fragrance",✅ САМЫЙ ДЕШЕВЫЙ SPF (14.94₽/мл). ✅ PA++++ (очень хороший UVA защита). ✅ 5 химических фильтров (мощная защита). ⚠️ ОЧЕНЬ МНОГО раздражающих фильтров (не для sensitive). 📌 ВЕРДИКТ: БЮДЖЕТНЫЙ TOP для жирной кожи. Не веган? Нет данных.
product_067,Royal Red Ginseng SPF 50+,ORIKO,663,бюджет,SPF 50+ (химический + растительный комплекс),"Water, Dibutyl Adipate, Butylene Glycol, Dipropylene Glycol, Polyglyceryl-3 Distearate, Ethylhexyl Triazone, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Niacinamide, Cetearyl Olivate, Cetearyl Alcohol, Poly C10-30 Alkyl Acrylate, Dimethicone, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Panax Ginseng Root Extract, Sodium Hyaluronate (5 форм: Sodium Hyaluronate + Crosspolymer + Hydrolyzed + Acetylated + Potassium, ~3-4% ВМЕСТЕ!), Melaleuca Alternifolia (Tea Tree) Extract, Moringa Oleifera Leaf Extract, Artemisia Capillaris Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Resveratrol, Helianthus Annuus (Sunflower) Seed Extract, Hydrolyzed Hyaluronic Acid, Centella Asiatica Extract, Portulaca Oleracea Extract, Sorbitan Olivate, Arginine, Carbomer, Hydroxyacetophenone, Glyceryl Stearate Citrate, Decyl Glucoside, Fragrance, Adenosine, Caprylyl Glycol, Glycerin, 1,2-Hexanediol, Xanthan Gum, Pentylene Glycol","SPF 50+ (ХИМИЧЕСКИЙ, гиалуронатный комплекс для гиперувлажнения, anti-age ботаники)","~6.0-6.5 (нейтральный, благодаря pH-буферизации)","Ethylhexyl Triazone (может раздражать), Diethylamino Hydroxybenzoyl Hexyl Benzoate (раздражитель), Fragrance","✅ ЭКСТРЕМАЛЬНО ВЫСОКАЯ концентрация гиалуронатов (3-4% в 5 формах!). ✅ ОЧЕНЬ ДЕШЕВО (13.26₽/мл). ✅ Множество ботанических экстрактов (красный женьшень, ресвератрол, центелла). ⚠️ Много раздражающих фильтров (не для sensitive). 🚨 Dimethicone (силикон, может оставить пленку). 📌 ВЕРДИКТ: СУПЕР для гиперувлажнения + дешево. Для жирной кожи (силикон может быть проблема)."
product_068,Idebenone Mild SPF 50+,POGONIA,1458,мидл,"SPF 50+ (минеральный, anti-age с идебеноном)","Water, Zinc Oxide, Cyclopentasiloxane, Dibutyl Adipate, Isohexadecane, Titanium Dioxide, Glycerin, Cetyl PEG/PPG-10/1 Dimethicone, Isoamyl p-Methoxycinnamate, Hydrogenated poly (C6-14 olefin), Niacinamide, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Aluminum Hydroxide, Aluminum Hydroxide, Sodium Chloride, Stearic Acid, Bisethylhexyloxyphenol methoxyphenyl triazine, Sorbitan Sesquioleate, Disteardimonium Hectorite, Calcium Aluminum Borosilicate, beeswax, Triethoxycapriline, Caprylic/Capric Triglyceride, Chlorphenesin, Glyceryl Caprate, Hydrogenated Lecithin, Butylene Glycol, Disodium EDTA, Tocopherol, Adenosine, Hydroxydecyl Ubiquinone (Idebenone), Ficus Carica (Fig) Fruit Extract, Ginkgo Biloba Nut Extract, Morus Alba Fruit Extract, Punica Granatum Fruit Extract, Chamaecyparis Obtusa Leaf Extract, Origanum Vulgare Leaf Extract, Salix Alba (Willow) Bark Extract, Cinnamomum Cassia Bark Extract, Lactobacillus, Soybean Ferment Extract, Portulaca Oleracea Extract, Scutellaria Baicalensis Root Extract","SPF 50+ (МИНЕРАЛЬНЫЙ + ХИМИЧЕСКИЙ гибрид, анти-эйджинг с идебеноном и пробиотиками)",~6.0-6.5 (нейтральный),"Cyclopentasiloxane (силикон, летучий), Chlorphenesin (консервант), Diethylamino Hydroxybenzoyl Hexyl Benzoate (раздражитель), ❌ Beeswax (животный)","✅ IDEBENONE (редко, мощный антиоксидант, как CoQ10 но сильнее). ✅ Множество ботанических экстрактов. ✅ Пробиотики (Lactobacillus). ✅ SPF 50+. ⚠️ ДОРОГО (29.16₽/мл). ❌ НЕ веган (Beeswax). 🚨 Cyclopentasiloxane (летучий силикон, может раздражать при вдыхании). 📌 ВЕРДИКТ: Премиум anti-age SPF, но дорог и не веган."
product_069,Birch Juice Moisturizing Sunscreen SPF 50+ PA++++,Round Lab,1448,мидл,"SPF 50+ PA++++ (гибридный, с витамином C и берёзовым соком)","Water, Dibutyl Adipate, Propanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polymethylsilsesquioxane, Ethylhexyl Triazone, Niacinamide, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Coco-Caprylate/Caprate, Caprylyl Methicone, Diethylhexyl Butamido Triazone, Glycerin, 1,2-Hexanediol, Butylene Glycol, Betula Platyphylla Japonica Juice (1,425 ppm), Sodium Hyaluronate, Hyaluronic Acid, Glyceryl Glucoside, Dipotassium Glycyrrhizate, Allantoin, Portulaca Oleracea Extract, Artemisia Annua Extract, Pinus Sylvestris Leaf Oil, Anthemis Nobilis Flower Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Ethylhexylglycerin, Ascorbic Acid, Adenosine, Pentylene Glycol, Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Decyl Glucoside, Tromethamine, Xanthan Gum, t-Butyl Alcohol, Tocopherol, Carbomer","SPF 50+ PA++++ (ХИМИЧЕСКИЙ гибрид, гидратация, осветление)",~4.5-5.0 (слегка кислый из-за Ascorbic Acid),"🚨 Ascorbic Acid (может раздражать при солнце!), Ethylhexyl Triazone (раздражитель), Diethylamino Hydroxybenzoyl Hexyl Benzoate (раздражитель), Pinus Leaf Oil + Anthemis Oil (фототоксичны), Ethylhexylglycerin","🚨 ВИТАМИН C (Ascorbic Acid) В SPF = РИСК! Может повысить фототоксичность при солнце. ⚠️ Растительные масла (фототоксичны). ⚠️ Берёзовый сок = микромаркетинг (1.4 ppm!). ✅ PA++++ (очень хороший UVA). ✅ Множество гиалуронатов + Niacinamide. 📌 ВЕРДИКТ: ХОР для гидратации, но Vitamin C в SPF может быть проблема (использовать только ночью!)."
product_070,Dual Barrier Watery Sun Cream SPF 50+ PA++++,Celimax,1112,мидл,"SPF 50+ PA++++ (минеральный, для sensitive кожи)","Purified Water, Zinc Oxide, Cyclohexasiloxane, Butyloctyl Salicylate, Propanediol, Propylheptyl Caprylate, Isododecane, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Dicaprylyl Carbonate, Caprylyl Methicone, Rosemary Leaf Oil, Sodium Hyaluronate, Hydrogenated Lecithin, Disteardimonium Hectorite, Magnesium Sulfate, Triethoxycaprylylsilane, 1,2-Hexanediol, Methyl Methacrylate Crosspolymer, Vinyldimethicone/Methicone Silsesquioxane Crosspolymer, Polyglyceryl-2 Dipolyhydroxystearate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Glyceryl Caprylate, Caprylyl Glycol, Ethylhexylglycerin, Heptasodium Hexacarboxymethyl Dipeptide-12, Tocopherol, Ceramide NP, Dipropylene Glycol, Glyceryl Stearate, Ceramide AP, Ceramide EOP, Cholesterol, Ceramide NS, Ceramide AS, Ceramide EOS, Phytosphingosine, Xylitylglucoside, Anhydroxylitol, Xylitol, Sodium Lauroyl Lactylate, Sodium PCA, Sodium Lactate, Carbomer, Arginine","SPF 50+ PA++++ (МИНЕРАЛЬНЫЙ, восстановление барьера, для sensitive кожи)",~6.0-6.5 (нейтральный),"🚨 МНОЖЕСТВЕННЫЕ СИЛИКОНЫ (Cyclohexasiloxane, Caprylyl Methicone, Dimethicone виды, ~10-15%!), Butyloctyl Salicylate (может раздражать), Ethylhexylglycerin, Rosemary Leaf Oil (фототоксичен)","✅ DUAL BARRIER = уникальный подход (9 керамидов + Cholesterol + lipids). ✅ TOP для sensitive (восстановление барьера). ✅ PA++++ (мощная UVA защита). ⚠️ МНОГО СИЛИКОНОВ (может оставить пленку). 🚨 Rosemary Leaf Oil (фототоксичен!). 📌 ВЕРДИКТ: TOP для sensitive/раздраженной кожи, но много силиконов и фототоксичное масло."
product_071,Aloe Waterproof SPF 50+,Holika Holika,1204,мидл,"SPF 50+ (гибридный, водостойкий, с алоэ и пробиотиками)","Water (русский перевод: Вода), Dibutyl Adipate, Propanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polymethylsilsesquioxane, Ethylhexyl Triazone, Niacinamide, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Coco-Caprylate/Caprate, Caprylyl Methicone, Diethylhexyl Butamido Triazone, Glycerin, Butylene Glycol, 1,2-Hexanediol, Sea Buckthorn Fruit Extract (облепиха), Wild Carrot Extract, Dog Rose Fruit Extract (шиповник), Apple Fruit Extract, Aloe Ferox Leaf Extract (5 ppb, алоэ ферокс — южноафриканская разновидность), Artemisia Princeps Extract (полынь), Apricot Juice (абрикосовый сок), Hydrogenated Lecithin, Pentylene Glycol, Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Decyl Glucoside, Tromethamine, Carbomer, Acrylate/C10-30 Alkyl Acrylate Crosspolymer, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Ethylhexylglycerin, Adenosine, Xanthan Gum, t-Butyl Alcohol, Tocopherol, Moringa Seed Oil, Ceramide NP, Phytosphingosine, Fragrance","SPF 50+ (ГИБРИДНЫЙ химический + минеральный черезCeramides, WATERPROOF, успокаивание + гидратация)",~6.0-6.5 (нейтральный),"Diethylamino Hydroxybenzoyl Hexyl Benzoate (раздражитель), Ethylhexylglycerin, t-Butyl Alcohol (спирт, может раздражать), Fragrance, Moringa Seed Oil","✅ ВОДОСТОЙКИЙ (WATERPROOF). ✅ Множество ягод/фруктов для антиоксидации. ✅ Керамиды (восстановление барьера). ✅ Большой объём (70мл). ⚠️ Aloe Ferox = микроконцентрация (5 ppb маловато). ⚠️ t-Butyl Alcohol (спирт, может раздражать). 📌 ВЕРДИКТ: Хороший водостойкий SPF для отпуска/пляжа. Множество ботаники."
